timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1667103241725,940,Request1-0,301,Moved Permanently,Thread Group 1-3,text,true,,703,115,10,10,https://google.com/,939,0,0
1667103242665,624,Request1-1,200,OK,Thread Group 1-3,text,true,,17478,119,10,10,https://www.google.com/,585,0,0
1667103241533,1779,Request1,200,OK,Thread Group 1-7,text,true,,18159,234,10,10,https://www.google.com/,1150,0,0
1667103241533,1150,Request1-0,301,Moved Permanently,Thread Group 1-7,text,true,,703,115,10,10,https://google.com/,1150,0,0
1667103242683,629,Request1-1,200,OK,Thread Group 1-7,text,true,,17456,119,10,10,https://www.google.com/,607,0,0
1667103241100,2224,Request1,200,OK,Thread Group 1-10,text,true,,18184,234,10,10,https://www.google.com/,1223,0,0
1667103241100,1223,Request1-0,301,Moved Permanently,Thread Group 1-10,text,true,,703,115,10,10,https://google.com/,1223,0,0
1667103242324,1000,Request1-1,200,OK,Thread Group 1-10,text,true,,17481,119,10,10,https://www.google.com/,869,0,0
1667103242360,987,Request1,200,OK,Thread Group 1-8,text,true,,18178,234,10,10,https://www.google.com/,376,0,0
1667103242360,376,Request1-0,301,Moved Permanently,Thread Group 1-8,text,true,,703,115,10,10,https://google.com/,376,0,0
1667103242736,611,Request1-1,200,OK,Thread Group 1-8,text,true,,17475,119,10,10,https://www.google.com/,589,0,0
1667103241788,1874,Request1,200,OK,Thread Group 1-6,text,true,,18186,234,10,10,https://www.google.com/,1307,0,0
1667103241788,1307,Request1-0,301,Moved Permanently,Thread Group 1-6,text,true,,703,115,10,10,https://google.com/,1307,0,0
